Tumor_Sample_Barcode	Tumor_type	SBS.Sig.max	Replication_Zone	Mutations_Mb_decile_zone	Mutations_Mb_decile_zone_histo	MSI
64623aaa-a274-4baa-8b71-958d9c8df733	Eso-AdenoCA	SBS13	Late	2416	-2416	MSS
64623aaa-a274-4baa-8b71-958d9c8df733	Eso-AdenoCA	SBS2	Early	2074	2074	MSS
64623aaa-a274-4baa-8b71-958d9c8df733	Eso-AdenoCA	SBS2	Late	3036	-3036	MSS
6495e68e-1434-45d3-a03d-f286447dda79	Eso-AdenoCA	AICDA_canonical	Early	301	301	MSS
6495e68e-1434-45d3-a03d-f286447dda79	Eso-AdenoCA	AICDA_canonical	Late	553	-553	MSS
64b80154-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	222	222	MSS
64b80154-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	379	-379	MSS
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	CNS-PiloAstro	AICDA_canonical	Early	2	2	MSS
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	CNS-PiloAstro	AICDA_canonical	Late	1	-1	MSS
650fe009-da01-4717-89df-9c95fafe3d7e	Lymph-BNHL	AICDA_canonical	Early	89	89	MSS
650fe009-da01-4717-89df-9c95fafe3d7e	Lymph-BNHL	AICDA_canonical	Late	187	-187	MSS
6527aa5a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	123	123	MSS
6527aa5a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	146	-146	MSS
654dba9f-cfe5-4121-97c7-868613cdef53	Panc-AdenoCA	AICDA_canonical	Early	123	123	MSS
654dba9f-cfe5-4121-97c7-868613cdef53	Panc-AdenoCA	AICDA_canonical	Late	231	-231	MSS
654dba9f-cfe5-4121-97c7-868613cdef53	Panc-AdenoCA	SBS13	Early	101	101	MSS
654dba9f-cfe5-4121-97c7-868613cdef53	Panc-AdenoCA	SBS13	Late	281	-281	MSS
654dba9f-cfe5-4121-97c7-868613cdef53	Panc-AdenoCA	SBS2	Early	205	205	MSS
654dba9f-cfe5-4121-97c7-868613cdef53	Panc-AdenoCA	SBS2	Late	485	-485	MSS
6551ec26-4166-4d4f-bee2-444ea2466978	CNS-Medullo	AICDA_canonical	Early	34	34	MSS
6551ec26-4166-4d4f-bee2-444ea2466978	CNS-Medullo	AICDA_canonical	Late	34	-34	MSS
65be412d-46c3-4cbf-9b46-b35351e53065	Stomach-AdenoCA	AICDA_canonical	Early	238	238	MSS
65be412d-46c3-4cbf-9b46-b35351e53065	Stomach-AdenoCA	AICDA_canonical	Late	382	-382	MSS
65d2dbc3-a163-4696-b246-47a430e66572	Panc-AdenoCA	AICDA_canonical	Early	159	159	MSS
65d2dbc3-a163-4696-b246-47a430e66572	Panc-AdenoCA	AICDA_canonical	Late	269	-269	MSS
65d2dbc3-a163-4696-b246-47a430e66572	Panc-AdenoCA	SBS2	Early	178	178	MSS
65d2dbc3-a163-4696-b246-47a430e66572	Panc-AdenoCA	SBS2	Late	357	-357	MSS
65f702b8-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	41	41	MSS
65f702b8-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	69	-69	MSS
6622f932-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	116	116	MSS
6622f932-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	149	-149	MSS
66290cc6-1f1f-4a0b-83d1-423952da4840	Panc-AdenoCA	AICDA_canonical	Early	78	78	MSS
66290cc6-1f1f-4a0b-83d1-423952da4840	Panc-AdenoCA	AICDA_canonical	Late	156	-156	MSS
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	Ovary-AdenoCA	AICDA_canonical	Early	198	198	MSS
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	Ovary-AdenoCA	AICDA_canonical	Late	241	-241	MSS
66b4a1f3-480f-4050-96ac-920c1c080864	Lymph-CLL	AICDA_canonical	Early	34	34	MSS
66b4a1f3-480f-4050-96ac-920c1c080864	Lymph-CLL	AICDA_canonical	Late	60	-60	MSS
67189cd8-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	131	131	MSS
67189cd8-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	141	-141	MSS
674819dc-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	165	165	MSS
674819dc-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	212	-212	MSS
675a5a32-b405-4f03-bfcd-756343d1dfaf	Kidney-RCC	AICDA_canonical	Early	210	210	MSS
675a5a32-b405-4f03-bfcd-756343d1dfaf	Kidney-RCC	AICDA_canonical	Late	253	-253	MSS
6763f295-f2bf-4975-bea5-c1a490d9a1fa	Prost-AdenoCA	AICDA_canonical	Early	18	18	MSS
6763f295-f2bf-4975-bea5-c1a490d9a1fa	Prost-AdenoCA	AICDA_canonical	Late	40	-40	MSS
67a2e34f-454e-4253-8f22-262fc74d312c	CNS-PiloAstro	AICDA_canonical	Early	1	1	MSS
67a2e34f-454e-4253-8f22-262fc74d312c	CNS-PiloAstro	AICDA_canonical	Late	4	-4	MSS
68054218-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	128	128	MSS
68054218-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	151	-151	MSS
6821446e-8e76-46fe-b0b9-47feb46d2585	Ovary-AdenoCA	AICDA_canonical	Early	131	131	MSS
6821446e-8e76-46fe-b0b9-47feb46d2585	Ovary-AdenoCA	AICDA_canonical	Late	209	-209	MSS
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	Stomach-AdenoCA	AICDA_canonical	Early	189	189	MSS
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	Stomach-AdenoCA	AICDA_canonical	Late	325	-325	MSS
6867811f-ac89-47da-b5dc-1270033c36e7	Panc-AdenoCA	AICDA_canonical	Early	83	83	MSS
6867811f-ac89-47da-b5dc-1270033c36e7	Panc-AdenoCA	AICDA_canonical	Late	131	-131	MSS
687baf0b-aed9-4ab2-adb6-556a1d177a24	Lymph-BNHL	AICDA_canonical	Early	66	66	MSS
687baf0b-aed9-4ab2-adb6-556a1d177a24	Lymph-BNHL	AICDA_canonical	Late	114	-114	MSS
68956108-2606-4696-b038-462b6c432398	CNS-Medullo	AICDA_canonical	Early	26	26	MSS
68956108-2606-4696-b038-462b6c432398	CNS-Medullo	AICDA_canonical	Late	22	-22	MSS
68ba1105-569a-4209-9b45-0e2d64931806	Panc-AdenoCA	AICDA_canonical	Early	108	108	MSS
68ba1105-569a-4209-9b45-0e2d64931806	Panc-AdenoCA	AICDA_canonical	Late	162	-162	MSS
690e481c-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	305	305	MSS
690e481c-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	445	-445	MSS
6947cd78-0a51-4949-8383-343f9122d953	Prost-AdenoCA	AICDA_canonical	Early	32	32	MSS
6947cd78-0a51-4949-8383-343f9122d953	Prost-AdenoCA	AICDA_canonical	Late	34	-34	MSS
69c3c88c-d51e-4e03-b96b-ec4f1a0faa2d	Eso-AdenoCA	AICDA_canonical	Early	284	284	MSS
69c3c88c-d51e-4e03-b96b-ec4f1a0faa2d	Eso-AdenoCA	AICDA_canonical	Late	478	-478	MSS
69d6142c-3a16-46c9-8bed-1f4edc267c4d	CNS-PiloAstro	AICDA_canonical	Late	1	-1	MSS
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	Prost-AdenoCA	AICDA_canonical	Early	43	43	MSS
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	Prost-AdenoCA	AICDA_canonical	Late	91	-91	MSS
69f37546-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	272	272	MSS
69f37546-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	460	-460	MSS
69fe982d-6ab8-49b7-9efa-8349d60eb076	Panc-Endocrine	AICDA_canonical	Early	28	28	MSS
69fe982d-6ab8-49b7-9efa-8349d60eb076	Panc-Endocrine	AICDA_canonical	Late	19	-19	MSS
6a0d0c42-1884-4c6a-936a-678a822c0936	Eso-AdenoCA	AICDA_canonical	Early	295	295	MSS
6a0d0c42-1884-4c6a-936a-678a822c0936	Eso-AdenoCA	AICDA_canonical	Late	469	-469	MSS
6a129b50-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	245	245	MSS
6a129b50-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	414	-414	MSS
6aba73ff-81e0-4f8d-ad12-e3136196e814	CNS-PiloAstro	AICDA_canonical	Early	5	5	MSS
6aba73ff-81e0-4f8d-ad12-e3136196e814	CNS-PiloAstro	AICDA_canonical	Late	5	-5	MSS
6ad44218-d34e-4126-bf56-1be2140cd3fb	Panc-AdenoCA	AICDA_canonical	Early	87	87	MSS
6ad44218-d34e-4126-bf56-1be2140cd3fb	Panc-AdenoCA	AICDA_canonical	Late	165	-165	MSS
6b20f942-7b89-497c-8a2e-ccce74d20ca9	Panc-AdenoCA	AICDA_canonical	Early	148	148	MSS
6b20f942-7b89-497c-8a2e-ccce74d20ca9	Panc-AdenoCA	AICDA_canonical	Late	177	-177	MSS
6baee028-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	150	150	MSS
6baee028-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	206	-206	MSS
6bd4bca3-e568-4d1b-8b42-401fdf13d751	Kidney-RCC	AICDA_canonical	Early	187	187	MSS
6bd4bca3-e568-4d1b-8b42-401fdf13d751	Kidney-RCC	AICDA_canonical	Late	308	-308	MSS
6bdf00f6-670f-466e-87fb-e853e41f000e	Panc-AdenoCA	AICDA_canonical	Early	60	60	MSS
6bdf00f6-670f-466e-87fb-e853e41f000e	Panc-AdenoCA	AICDA_canonical	Late	107	-107	MSS
6c306cbe-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	310	310	MSS
6c306cbe-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	435	-435	MSS
6c31d730-1734-44ac-92b3-760981528723	Ovary-AdenoCA	AICDA_canonical	Early	162	162	MSS
6c31d730-1734-44ac-92b3-760981528723	Ovary-AdenoCA	AICDA_canonical	Late	215	-215	MSS
6c642c0b-4dd0-406c-ac68-ea376802d61b	CNS-Medullo	AICDA_canonical	Early	20	20	MSS
6c642c0b-4dd0-406c-ac68-ea376802d61b	CNS-Medullo	AICDA_canonical	Late	16	-16	MSS
6c8f3dc9-21bf-4859-9599-231ac040eb7d	Panc-Endocrine	AICDA_canonical	Early	33	33	MSS
6c8f3dc9-21bf-4859-9599-231ac040eb7d	Panc-Endocrine	AICDA_canonical	Late	62	-62	MSS
6ce42746-88aa-485f-a1c4-1759aad95914	Ovary-AdenoCA	AICDA_canonical	Early	118	118	MSS
6ce42746-88aa-485f-a1c4-1759aad95914	Ovary-AdenoCA	AICDA_canonical	Late	172	-172	MSS
6ce66be0-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	120	120	MSS
6ce66be0-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	190	-190	MSS
6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f	Lymph-CLL	AICDA_canonical	Early	42	42	MSS
6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f	Lymph-CLL	AICDA_canonical	Late	71	-71	MSS
6d0851ba-271a-408f-bcc3-c104b452c9e5	Prost-AdenoCA	AICDA_canonical	Early	30	30	MSS
6d0851ba-271a-408f-bcc3-c104b452c9e5	Prost-AdenoCA	AICDA_canonical	Late	49	-49	MSS
6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea	CNS-Medullo	AICDA_canonical	Early	35	35	MSS
6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea	CNS-Medullo	AICDA_canonical	Late	26	-26	MSS
6d325c96-8f5c-4064-9806-4364016da8a4	Prost-AdenoCA	AICDA_canonical	Early	20	20	MSS
6d325c96-8f5c-4064-9806-4364016da8a4	Prost-AdenoCA	AICDA_canonical	Late	18	-18	MSS
6d3551d6-b5f4-4fd1-b8d7-8e5931096c19	Kidney-RCC	AICDA_canonical	Early	227	227	MSS
6d3551d6-b5f4-4fd1-b8d7-8e5931096c19	Kidney-RCC	AICDA_canonical	Late	277	-277	MSS
6d3d5531-16b4-46ec-bd7e-394946855d62	CNS-Medullo	AICDA_canonical	Early	42	42	MSS
6d3d5531-16b4-46ec-bd7e-394946855d62	CNS-Medullo	AICDA_canonical	Late	35	-35	MSS
6d936ef9-b5df-44d3-831f-528bf8ddc131	Prost-AdenoCA	AICDA_canonical	Early	95	95	MSS
6d936ef9-b5df-44d3-831f-528bf8ddc131	Prost-AdenoCA	AICDA_canonical	Late	110	-110	MSS
6d9d7ffc-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	171	171	MSS
6d9d7ffc-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	281	-281	MSS
6dbac113-d4cf-4db5-97c9-50fa400bb47e	Stomach-AdenoCA	AICDA_canonical	Early	214	214	MSS
6dbac113-d4cf-4db5-97c9-50fa400bb47e	Stomach-AdenoCA	AICDA_canonical	Late	293	-293	MSS
6dc43234-4f07-4c53-8b07-8d78d9dbad3b	Panc-Endocrine	AICDA_canonical	Early	40	40	MSS
6dc43234-4f07-4c53-8b07-8d78d9dbad3b	Panc-Endocrine	AICDA_canonical	Late	78	-78	MSS
6e26f98e-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	96	96	MSS
6e26f98e-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	183	-183	MSS
6e516c4b-fee7-4336-8470-494588e645b3	CNS-PiloAstro	AICDA_canonical	Early	10	10	MSS
6e516c4b-fee7-4336-8470-494588e645b3	CNS-PiloAstro	AICDA_canonical	Late	11	-11	MSS
6e776415-ddf4-4060-953f-08ef22441234	Panc-Endocrine	AICDA_canonical	Early	233	233	MSS
6e776415-ddf4-4060-953f-08ef22441234	Panc-Endocrine	AICDA_canonical	Late	350	-350	MSS
6e776415-ddf4-4060-953f-08ef22441234	Panc-Endocrine	SBS13	Early	431	431	MSS
6e776415-ddf4-4060-953f-08ef22441234	Panc-Endocrine	SBS13	Late	618	-618	MSS
6ea6b5e4-cdc4-4e3a-bde2-8089d2a4d7eb	Lymph-CLL	AICDA_canonical	Early	26	26	MSS
6ea6b5e4-cdc4-4e3a-bde2-8089d2a4d7eb	Lymph-CLL	AICDA_canonical	Late	44	-44	MSS
6ec4456e-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	144	144	MSS
6ec4456e-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	187	-187	MSS
6f25ca85-4b4a-420f-b0cc-5a4f65a97da3	Prost-AdenoCA	AICDA_canonical	Early	55	55	MSS
6f25ca85-4b4a-420f-b0cc-5a4f65a97da3	Prost-AdenoCA	AICDA_canonical	Late	81	-81	MSS
6f395380-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Early	148	148	MSS
6f395380-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Late	126	-126	MSS
6f4d836f-e86f-4b12-9549-7117f59e3d4a	CNS-PiloAstro	AICDA_canonical	Early	4	4	MSS
6f4d836f-e86f-4b12-9549-7117f59e3d4a	CNS-PiloAstro	AICDA_canonical	Late	4	-4	MSS
6f981023-4269-4e8e-a4ab-2c92bb27273c	Ovary-AdenoCA	AICDA_canonical	Early	234	234	MSS
6f981023-4269-4e8e-a4ab-2c92bb27273c	Ovary-AdenoCA	AICDA_canonical	Late	205	-205	MSS
6fc0cb07-9713-4355-8543-f85d1c5505c2	Panc-AdenoCA	AICDA_canonical	Early	224	224	MSS
6fc0cb07-9713-4355-8543-f85d1c5505c2	Panc-AdenoCA	AICDA_canonical	Late	382	-382	MSS
6fe135ef-54b4-4941-9bb9-872dc4d18d9f	Prost-AdenoCA	AICDA_canonical	Early	37	37	MSS
6fe135ef-54b4-4941-9bb9-872dc4d18d9f	Prost-AdenoCA	AICDA_canonical	Late	61	-61	MSS
6ff16b0d-5966-4119-9bec-c9ebff804a37	Prost-AdenoCA	AICDA_canonical	Early	27	27	MSS
6ff16b0d-5966-4119-9bec-c9ebff804a37	Prost-AdenoCA	AICDA_canonical	Late	50	-50	MSS
6fffe0cf-bb38-4e77-88ab-a256bd7fbbce	Ovary-AdenoCA	AICDA_canonical	Early	301	301	MSS
6fffe0cf-bb38-4e77-88ab-a256bd7fbbce	Ovary-AdenoCA	AICDA_canonical	Late	438	-438	MSS
7034e5f6-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Early	17	17	MSS
7034e5f6-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Late	40	-40	MSS
706a1085-5994-4d04-b56b-d301c9ed5afa	CNS-Medullo	AICDA_canonical	Early	16	16	MSS
706a1085-5994-4d04-b56b-d301c9ed5afa	CNS-Medullo	AICDA_canonical	Late	12	-12	MSS
708e21ac-f529-4461-bc4f-d3a194a92b80	Eso-AdenoCA	AICDA_canonical	Early	205	205	MSS
708e21ac-f529-4461-bc4f-d3a194a92b80	Eso-AdenoCA	AICDA_canonical	Late	360	-360	MSS
708e21ac-f529-4461-bc4f-d3a194a92b80	Eso-AdenoCA	SBS13	Early	479	479	MSS
708e21ac-f529-4461-bc4f-d3a194a92b80	Eso-AdenoCA	SBS13	Late	541	-541	MSS
708e21ac-f529-4461-bc4f-d3a194a92b80	Eso-AdenoCA	SBS2	Early	448	448	MSS
708e21ac-f529-4461-bc4f-d3a194a92b80	Eso-AdenoCA	SBS2	Late	591	-591	MSS
70990332-7702-45e2-84cb-8bbff773f160	CNS-Medullo	AICDA_canonical	Early	33	33	MSS
70990332-7702-45e2-84cb-8bbff773f160	CNS-Medullo	AICDA_canonical	Late	25	-25	MSS
70c2f91e-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	105	105	MSS
70c2f91e-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	205	-205	MSS
70dd8453-11d3-4105-a8d0-6a755c52495d	Panc-AdenoCA	AICDA_canonical	Early	85	85	MSS
70dd8453-11d3-4105-a8d0-6a755c52495d	Panc-AdenoCA	AICDA_canonical	Late	175	-175	MSS
712e5f3c-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	110	110	MSS
712e5f3c-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	199	-199	MSS
7181dd10-1371-4cb6-9219-a9542c62b854	Prost-AdenoCA	AICDA_canonical	Early	55	55	MSS
7181dd10-1371-4cb6-9219-a9542c62b854	Prost-AdenoCA	AICDA_canonical	Late	69	-69	MSS
718c5a31-6b19-4f68-9fb9-79b0c00d64a5	CNS-PiloAstro	AICDA_canonical	Early	3	3	MSS
718c5a31-6b19-4f68-9fb9-79b0c00d64a5	CNS-PiloAstro	AICDA_canonical	Late	2	-2	MSS
71982a1b-52a4-440f-bd5d-62a0e6cc7fd9	Lymph-BNHL	AICDA_canonical	Early	172	172	MSS
71982a1b-52a4-440f-bd5d-62a0e6cc7fd9	Lymph-BNHL	AICDA_canonical	Late	221	-221	MSS
71ef8379-03a0-4b81-92c9-1ba666fe4d7a	Panc-AdenoCA	AICDA_canonical	Early	94	94	MSS
71ef8379-03a0-4b81-92c9-1ba666fe4d7a	Panc-AdenoCA	AICDA_canonical	Late	169	-169	MSS
7243992d-0763-4b75-8066-e8e5309d0193	Panc-Endocrine	AICDA_canonical	Early	24	24	MSS
7243992d-0763-4b75-8066-e8e5309d0193	Panc-Endocrine	AICDA_canonical	Late	30	-30	MSS
724bf2b8-a246-4b6f-85f8-95824c03896e	Panc-Endocrine	AICDA_canonical	Early	453	453	MSS
724bf2b8-a246-4b6f-85f8-95824c03896e	Panc-Endocrine	AICDA_canonical	Late	420	-420	MSS
7260f57c-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	139	139	MSS
7260f57c-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	205	-205	MSS
7266ec7b-4824-4b88-910e-e9bfb848d55f	Panc-AdenoCA	AICDA_canonical	Early	119	119	MSS
7266ec7b-4824-4b88-910e-e9bfb848d55f	Panc-AdenoCA	AICDA_canonical	Late	171	-171	MSS
72a27124-24b9-41f7-a065-774fdf5f7d19	Kidney-RCC	AICDA_canonical	Early	96	96	MSS
72a27124-24b9-41f7-a065-774fdf5f7d19	Kidney-RCC	AICDA_canonical	Late	106	-106	MSS
72a5e569-99d4-47bc-be1b-6296a5025080	Panc-AdenoCA	AICDA_canonical	Early	130	130	MSS
72a5e569-99d4-47bc-be1b-6296a5025080	Panc-AdenoCA	AICDA_canonical	Late	200	-200	MSS
72b62805-76f9-476a-b876-a781e69a2c90	CNS-Medullo	AICDA_canonical	Early	25	25	MSS
72b62805-76f9-476a-b876-a781e69a2c90	CNS-Medullo	AICDA_canonical	Late	21	-21	MSS
72c22a8c-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	149	149	MSS
72c22a8c-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	227	-227	MSS
72f82fbd-9838-4082-b605-bc3d80226f16	Panc-AdenoCA	AICDA_canonical	Early	177	177	MSS
72f82fbd-9838-4082-b605-bc3d80226f16	Panc-AdenoCA	AICDA_canonical	Late	475	-475	MSS
73058c80-607e-4b55-b112-8f8f6775d014	Panc-AdenoCA	AICDA_canonical	Early	160	160	MSS
73058c80-607e-4b55-b112-8f8f6775d014	Panc-AdenoCA	AICDA_canonical	Late	320	-320	MSS
73058c80-607e-4b55-b112-8f8f6775d014	Panc-AdenoCA	SBS13	Early	272	272	MSS
73058c80-607e-4b55-b112-8f8f6775d014	Panc-AdenoCA	SBS13	Late	595	-595	MSS
73058c80-607e-4b55-b112-8f8f6775d014	Panc-AdenoCA	SBS2	Early	297	297	MSS
73058c80-607e-4b55-b112-8f8f6775d014	Panc-AdenoCA	SBS2	Late	542	-542	MSS
734a8251-9ecc-47f5-835f-846b67693ca6	Prost-AdenoCA	AICDA_canonical	Early	53	53	MSS
734a8251-9ecc-47f5-835f-846b67693ca6	Prost-AdenoCA	AICDA_canonical	Late	93	-93	MSS
73afad06-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	197	197	MSS
73afad06-c623-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	279	-279	MSS
73f7718b-f9b1-4a63-a561-0c9cc2abeb9f	Prost-AdenoCA	AICDA_canonical	Early	28	28	MSS
73f7718b-f9b1-4a63-a561-0c9cc2abeb9f	Prost-AdenoCA	AICDA_canonical	Late	31	-31	MSS
7410c00d-ed0b-48dc-a4bf-eb76ac613980	Panc-AdenoCA	AICDA_canonical	Early	140	140	MSS
7410c00d-ed0b-48dc-a4bf-eb76ac613980	Panc-AdenoCA	AICDA_canonical	Late	275	-275	MSS
741c4656-0fd0-416e-86c8-f6533b6c96f4	Kidney-RCC	AICDA_canonical	Early	157	157	MSS
741c4656-0fd0-416e-86c8-f6533b6c96f4	Kidney-RCC	AICDA_canonical	Late	164	-164	MSS
745b8756-0eab-423f-8cde-e0ff1aaa6596	Ovary-AdenoCA	AICDA_canonical	Early	195	195	MSS
745b8756-0eab-423f-8cde-e0ff1aaa6596	Ovary-AdenoCA	AICDA_canonical	Late	177	-177	MSS
748d3ff3-8699-4519-8e0f-26b6a0581bff	Panc-AdenoCA	AICDA_canonical	Early	81	81	MSS
748d3ff3-8699-4519-8e0f-26b6a0581bff	Panc-AdenoCA	AICDA_canonical	Late	172	-172	MSS
74db46a8-a499-4951-af33-1d53b7d1c9b4	Prost-AdenoCA	AICDA_canonical	Early	16	16	MSS
74db46a8-a499-4951-af33-1d53b7d1c9b4	Prost-AdenoCA	AICDA_canonical	Late	30	-30	MSS
74ec279a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	208	208	MSS
74ec279a-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	343	-343	MSS
7512b38c-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Early	82	82	MSS
7512b38c-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Late	109	-109	MSS
754d26af-f184-497c-856a-cd1ea7a5115c	Panc-AdenoCA	AICDA_canonical	Early	87	87	MSS
754d26af-f184-497c-856a-cd1ea7a5115c	Panc-AdenoCA	AICDA_canonical	Late	160	-160	MSS
759d30b2-ddb8-49e2-a604-57ff9222d3a0	CNS-PiloAstro	AICDA_canonical	Early	3	3	MSS
759d30b2-ddb8-49e2-a604-57ff9222d3a0	CNS-PiloAstro	AICDA_canonical	Late	1	-1	MSS
759e20be-6a2b-4c54-aca0-6d358598d6f5	Kidney-RCC	AICDA_canonical	Early	146	146	MSS
759e20be-6a2b-4c54-aca0-6d358598d6f5	Kidney-RCC	AICDA_canonical	Late	197	-197	MSS
75cd90ef-e884-4812-bbf3-5a524d95147e	Panc-AdenoCA	AICDA_canonical	Early	115	115	MSS
75cd90ef-e884-4812-bbf3-5a524d95147e	Panc-AdenoCA	AICDA_canonical	Late	171	-171	MSS
75e1bdbc-474e-4367-9b4a-963b31f3b297	CNS-Medullo	AICDA_canonical	Early	12	12	MSS
75e1bdbc-474e-4367-9b4a-963b31f3b297	CNS-Medullo	AICDA_canonical	Late	6	-6	MSS
75fac59c-3346-4c5a-bb9f-fb67fec8d13b	Panc-AdenoCA	AICDA_canonical	Early	95	95	MSS
75fac59c-3346-4c5a-bb9f-fb67fec8d13b	Panc-AdenoCA	AICDA_canonical	Late	148	-148	MSS
760881cc-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Early	4812	4812	MSI
760881cc-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Late	4979	-4979	MSI
7625877a-7a2b-466f-944b-9e56689ad47b	Head-SCC	AICDA_canonical	Early	161	161	MSS
7625877a-7a2b-466f-944b-9e56689ad47b	Head-SCC	AICDA_canonical	Late	241	-241	MSS
7625877a-7a2b-466f-944b-9e56689ad47b	Head-SCC	SBS13	Early	132	132	MSS
7625877a-7a2b-466f-944b-9e56689ad47b	Head-SCC	SBS13	Late	310	-310	MSS
764ded9e-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Early	177	177	MSS
764ded9e-c622-11e3-bf01-24c6515278c0	Liver-HCC	AICDA_canonical	Late	302	-302	MSS
767517f2-f94c-44bb-9af6-36b662b166ef	Lymph-CLL	AICDA_canonical	Early	29	29	MSS
767517f2-f94c-44bb-9af6-36b662b166ef	Lymph-CLL	AICDA_canonical	Late	59	-59	MSS
76788f17-257d-47c7-ad85-ac5f959216b5	Lymph-BNHL	AICDA_canonical	Early	55	55	MSS
76788f17-257d-47c7-ad85-ac5f959216b5	Lymph-BNHL	AICDA_canonical	Late	92	-92	MSS
7789ef18-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Early	263	263	MSS
7789ef18-c623-11e3-bf01-24c6515278c0	Biliary-AdenoCA	AICDA_canonical	Late	221	-221	MSS
