Hugo_Symbol	composites	samples	predicted_proportion	observed_proportion	p_enriched	p_twosided	logOR	Role	q_enriched	q_twosided
ERBB2	0	694	0.00456558099612054	0	1	0.0841107029556056	-Inf	Oncogene	1	1
ERCC2	0	214	0.00274759733723932	0	1	1	-Inf	TSG	1	1
ERCC3	0	112	0.00411902882026135	0	1	1	-Inf	TSG	1	1
ERCC4	0	155	0.0052353768808039	0	1	1	-Inf	TSG	1	1
ERCC5	0	197	0.00488658905484984	0	1	1	-Inf	n/a	1	1
ERF	0	103	0.0013510953425028	0	1	1	-Inf	TSG	1	1
ERG	0	159	0.00366539530458728	0	1	1	-Inf	Oncogene	1	1
ETV1	0	151	0.00331770941348483	0	1	1	-Inf	Oncogene	1	1
EZH1	0	68	0.00308172284000851	0	1	1	-Inf	Oncogene	1	1
FAM175A	0	54	0.00374738543079128	0	1	1	-Inf	TSG	1	1
FAM58A	0	36	0.00149285220758958	0	1	1	-Inf	TSG	1	1
FANCA	0	263	0.00420579536822382	0	1	0.63336187356549	-Inf	TSG	1	1
FANCC	0	74	0.00373476451952776	0	1	1	-Inf	TSG	1	1
FGF19	0	67	0.00205894623099699	0	1	1	-Inf	Oncogene	1	1
FGF3	0	128	0.00177215965151466	0	1	1	-Inf	Oncogene	1	1
FGF4	0	70	0.00136183313551815	0	1	1	-Inf	Oncogene	1	1
FGFR1	0	205	0.00336884893118672	0	1	1	-Inf	Oncogene	1	1
FH	0	120	0.00424336349350034	0	1	1	-Inf	TSG	1	1
FLCN	0	119	0.00279401462655937	0	1	1	-Inf	TSG	1	1
FLT3	0	295	0.00369587414287835	0	1	0.632915321251095	-Inf	Oncogene	1	1
FLT4	0	422	0.00236087451850375	0	1	1	-Inf	Oncogene	1	1
FOXL2	0	131	0.00172659840104307	0	1	1	-Inf	Oncogene/TSG	1	1
FOXP1	0	231	0.00344446741671186	0	1	1	-Inf	Oncogene/TSG	1	1
FUBP1	0	158	0.00510098780245642	0	1	1	-Inf	TSG	1	1
FYN	0	93	0.00413416551511518	0	1	1	-Inf	Oncogene	1	1
GATA1	0	119	0.00230319202577262	0	1	1	-Inf	n/a	1	1
GATA2	0	109	0.00217437635858488	0	1	1	-Inf	Oncogene	1	1
GLI1	0	297	0.00372463127921036	0	1	0.633444169800418	-Inf	Oncogene	1	1
GNAQ	0	109	0.00325020083058169	0	1	1	-Inf	Oncogene	1	1
GPS2	0	110	0.00245856347529335	0	1	1	-Inf	TSG	1	1
GREM1	0	30	0.00317574985043216	0	1	1	-Inf	Oncogene	1	1
GSK3B	0	81	0.00446516315028633	0	1	1	-Inf	Oncogene	1	1
H3F3A	0	67	0.00371194707274338	0	1	1	-Inf	n/a	1	1
H3F3B	0	39	0.00346893979044729	0	1	1	-Inf	n/a	1	1
H3F3C	0	70	0.00303292773539269	0	1	1	-Inf	n/a	1	1
HIST1H1C	0	164	0.00188247204984969	0	1	1	-Inf	n/a	1	1
HIST1H2BD	0	66	0.00323340777567195	0	1	1	-Inf	n/a	1	1
HIST1H3A	0	34	0.00173721641978452	0	1	1	-Inf	n/a	1	1
HIST1H3B	0	122	0.00189544227153139	0	1	1	-Inf	n/a	1	1
HIST1H3C	0	63	0.00181337108886868	0	1	1	-Inf	n/a	1	1
HIST1H3D	0	74	0.00286887016369722	0	1	1	-Inf	n/a	1	1
HIST1H3E	0	40	0.00200347757857866	0	1	1	-Inf	n/a	1	1
HIST1H3F	0	42	0.00187306206430131	0	1	1	-Inf	n/a	1	1
HIST1H3G	0	65	0.00191253132649448	0	1	1	-Inf	n/a	1	1
HIST1H3H	0	56	0.00165326617688462	0	1	1	-Inf	n/a	1	1
HIST1H3I	0	71	0.00172082982624452	0	1	1	-Inf	n/a	1	1
HIST1H3J	0	53	0.00254834502497437	0	1	1	-Inf	n/a	1	1
HIST2H3C	0	8	0.00170846774170832	0	1	1	-Inf	n/a	1	1
HIST3H3	0	56	0.0017823012350412	0	1	1	-Inf	n/a	1	1
HLA_A	0	116	0.00219818345609889	0	1	1	-Inf	TSG	1	1
HNF1A	0	162	0.00281341717121575	0	1	1	-Inf	TSG	1	1
HOXB13	0	77	0.00225034195957224	0	1	1	-Inf	Oncogene/TSG	1	1
HRAS	0	191	0.00143788236082899	0	1	1	-Inf	Oncogene	1	1
ICOSLG	0	52	0.00233604424884809	0	1	1	-Inf	n/a	1	1
ID3	0	13	0.00240429602931426	0	1	1	-Inf	TSG	1	1
IDH1	0	623	0.00338585500637865	0	1	0.283726845745211	-Inf	Oncogene	1	1
IDH2	0	127	0.00288070054662137	0	1	1	-Inf	Oncogene	1	1
IFNGR1	0	86	0.0044707445667245	0	1	1	-Inf	n/a	1	1
IGF1	0	62	0.0030267549428405	0	1	1	-Inf	Oncogene	1	1
IGF1R	0	265	0.00455855251608871	0	1	0.638404665326481	-Inf	Oncogene	1	1
IGF2	0	82	0.00159574363434059	0	1	1	-Inf	Oncogene	1	1
IKBKE	0	120	0.00307410361295859	0	1	1	-Inf	Oncogene	1	1
IL10	0	51	0.00301110377614904	0	1	1	-Inf	n/a	1	1
INHA	0	73	0.00205062262195868	0	1	1	-Inf	TSG	1	1
INPP4B	0	225	0.00409557891991618	0	1	1	-Inf	TSG	1	1
INPPL1	0	239	0.00223590649071757	0	1	1	-Inf	TSG	1	1
IRF4	0	125	0.00274602525566754	0	1	1	-Inf	Oncogene	1	1
IRS1	0	245	0.00466134618807379	0	1	0.634767211135177	-Inf	Oncogene	1	1
IRS2	0	307	0.00410262537582237	0	1	0.642015676303481	-Inf	Oncogene	1	1
JAK3	0	270	0.00331979610138858	0	1	1	-Inf	Oncogene	1	1
JUN	0	124	0.00212844606628468	0	1	1	-Inf	Oncogene	1	1
KDM5A	0	266	0.00613348726965858	0	1	0.419172461509784	-Inf	Oncogene	1	1
KLF4	0	128	0.00208495132729297	0	1	1	-Inf	Oncogene/TSG	1	1
KMT5A	0	45	0.00214647938383748	0	1	1	-Inf	n/a	1	1
LATS2	0	291	0.0045223804093257	0	1	0.646495242830555	-Inf	TSG	1	1
LMO1	0	40	0.00212699975178624	0	1	1	-Inf	Oncogene	1	1
LYN	0	74	0.0028401841254691	0	1	1	-Inf	Oncogene	1	1
MAP2K1	0	211	0.00382910458566126	0	1	1	-Inf	Oncogene	1	1
MAP2K2	0	85	0.00235162669180309	0	1	1	-Inf	Oncogene	1	1
MAP2K4	0	316	0.00350625199881424	0	1	0.63354355189438	-Inf	TSG	1	1
MAPK1	0	81	0.00359098841519338	0	1	1	-Inf	Oncogene	1	1
MAPK3	0	62	0.00241067800152398	0	1	1	-Inf	Oncogene	1	1
MAPKAP1	0	51	0.00272133227386934	0	1	1	-Inf	n/a	1	1
MAX	0	147	0.00302029849377313	0	1	1	-Inf	TSG	1	1
MCL1	0	66	0.00418754631444074	0	1	1	-Inf	Oncogene	1	1
MDM2	0	88	0.0116485721393881	0	1	0.630132096298407	-Inf	Oncogene	1	1
MDM4	0	83	0.00457822642973375	0	1	1	-Inf	Oncogene	1	1
MEN1	0	320	0.00238555423407449	0	1	1	-Inf	TSG	1	1
MITF	0	95	0.00408043370696154	0	1	1	-Inf	Oncogene/TSG	1	1
MLH1	0	116	0.00382086509387915	0	1	1	-Inf	TSG	1	1
MPL	0	108	0.00343897834926763	0	1	1	-Inf	Oncogene	1	1
MRE11A	0	120	0.00420214603909352	0	1	1	-Inf	TSG	1	1
MSH2	0	161	0.00394869323055622	0	1	1	-Inf	TSG	1	1
MSH3	0	109	0.00314200444177975	0	1	1	-Inf	TSG	1	1
MSI1	0	57	0.00197058133672869	0	1	1	-Inf	Oncogene	1	1
MSI2	0	34	0.00204418783471322	0	1	1	-Inf	Oncogene	1	1
MST1	0	71	0.00240136181890472	0	1	1	-Inf	TSG	1	1
MUTYH	0	85	0.0030691411178586	0	1	1	-Inf	TSG	1	1
MYC	0	136	0.00312840227660879	0	1	1	-Inf	Oncogene	1	1
MYCL	0	55	0.00267870501570849	0	1	1	-Inf	n/a	1	1
MYD88	0	69	0.00222397485579796	0	1	1	-Inf	Oncogene	1	1
MYOD1	0	127	0.00141476697059179	0	1	1	-Inf	n/a	1	1
NBN	0	157	0.00519118941011303	0	1	1	-Inf	TSG	1	1
NCOA3	0	201	0.00625428793294795	0	1	0.641550917363645	-Inf	Oncogene	1	1
NEGR1	0	129	0.00308860104968168	0	1	1	-Inf	n/a	1	1
NF2	0	371	0.00373996949684753	0	1	0.653148522202434	-Inf	TSG	1	1
NKX3_1	0	61	0.00234970784414096	0	1	1	-Inf	TSG	1	1
NOTCH2	0	407	0.00740222353705251	0	1	0.0821985272126532	-Inf	Oncogene/TSG	1	1
NPM1	0	48	0.00349989923243418	0	1	1	-Inf	TSG	1	1
NRAS	0	635	0.00365537103657857	0	1	0.183621584051171	-Inf	Oncogene	1	1
NTHL1	0	25	0.00152977054147823	0	1	1	-Inf	TSG	1	1
NTRK2	0	193	0.00353949629975538	0	1	1	-Inf	Oncogene	1	1
NUF2	0	62	0.00271886026651148	0	1	1	-Inf	Oncogene	1	1
PAK1	0	105	0.00407172038953077	0	1	1	-Inf	Oncogene	1	1
PALB2	0	218	0.00402653570993791	0	1	1	-Inf	TSG	1	1
PARK2	0	184	0.00229581662171245	0	1	1	-Inf	TSG	1	1
PARP1	0	160	0.00394788895280291	0	1	1	-Inf	TSG	1	1
PAX5	0	141	0.00255145539825026	0	1	1	-Inf	TSG	1	1
PDCD1	0	100	0.00156537971348575	0	1	1	-Inf	Oncogene	1	1
PDCD1LG2	0	33	0.00240120498754001	0	1	1	-Inf	Oncogene	1	1
PDGFRB	0	259	0.00330603557861533	0	1	1	-Inf	Oncogene	1	1
PDPK1	0	32	0.0027696540961802	0	1	1	-Inf	n/a	1	1
PHOX2B	0	103	0.00248582370521629	0	1	1	-Inf	TSG	1	1
PIK3C3	0	167	0.0030478732182523	0	1	1	-Inf	n/a	1	1
PIK3CD	0	180	0.00362397218540617	0	1	1	-Inf	Oncogene	1	1
PIM1	0	54	0.00280089860024764	0	1	1	-Inf	n/a	1	1
PLK2	0	140	0.0038868566904213	0	1	1	-Inf	n/a	1	1
PMAIP1	0	16	0.00345637350823878	0	1	1	-Inf	TSG	1	1
PMS1	0	158	0.00533662375125564	0	1	1	-Inf	TSG	1	1
PMS2	0	114	0.00398252184782077	0	1	1	-Inf	TSG	1	1
PNRC1	0	52	0.00293609299258875	0	1	1	-Inf	n/a	1	1
POLE	0	430	0.00460811523859393	0	1	0.276364489922987	-Inf	TSG	1	1
PPARG	0	84	0.0036848166818072	0	1	1	-Inf	Oncogene	1	1
PPM1D	0	139	0.00457433780891425	0	1	1	-Inf	Oncogene	1	1
PPP2R1A	0	344	0.00224760939983394	0	1	1	-Inf	TSG	1	1
PPP4R2	0	48	0.00284010595067697	0	1	1	-Inf	n/a	1	1
PRDM14	0	136	0.00202249332689655	0	1	1	-Inf	n/a	1	1
PRKAR1A	0	72	0.00384175384589209	0	1	1	-Inf	n/a	1	1
PRKCI	0	80	0.00359502217103095	0	1	1	-Inf	Oncogene	1	1
PTP4A1	0	21	0.003211590245132	0	1	1	-Inf	n/a	1	1
RAB35	0	37	0.00250740713744965	0	1	1	-Inf	Oncogene	1	1
RAC1	0	118	0.00321435983147181	0	1	1	-Inf	Oncogene	1	1
RAC2	0	18	0.00156315558490546	0	1	1	-Inf	Oncogene	1	1
RAD21	0	131	0.00565691438300296	0	1	1	-Inf	TSG	1	1
RAD51	0	35	0.00395555968813333	0	1	1	-Inf	TSG	1	1
RAD51B	0	50	0.00390973501714171	0	1	1	-Inf	TSG	1	1
RAD51D	0	32	0.00267864200375761	0	1	1	-Inf	TSG	1	1
RAD52	0	58	0.00380622447413232	0	1	1	-Inf	n/a	1	1
RAD54L	0	95	0.00397414933253542	0	1	1	-Inf	n/a	1	1
RAF1	0	151	0.00458949698831219	0	1	1	-Inf	Oncogene	1	1
RASA1	0	319	0.00454394781510791	0	1	0.412191416694717	-Inf	TSG	1	1
RBM10	0	688	0.00299238063284016	0	1	0.280588920301829	-Inf	TSG	1	1
RECQL	0	49	0.00260599869149537	0	1	1	-Inf	TSG	1	1
REL	0	79	0.00463509275106444	0	1	1	-Inf	Oncogene	1	1
RFWD2	0	187	0.00378887187985138	0	1	1	-Inf	Oncogene	1	1
RHEB	0	32	0.00409282124688892	0	1	1	-Inf	Oncogene	1	1
RHOA	0	181	0.00323451378197735	0	1	1	-Inf	Oncogene	1	1
RIT1	0	81	0.00396386659255546	0	1	1	-Inf	Oncogene	1	1
RPS6KA4	0	171	0.00270338445049072	0	1	1	-Inf	Oncogene	1	1
RPS6KB2	0	77	0.0024737427734382	0	1	1	-Inf	Oncogene	1	1
RRAGC	0	37	0.00275840194203352	0	1	1	-Inf	Oncogene	1	1
RRAS	0	29	0.00155411081958986	0	1	1	-Inf	Oncogene	1	1
RTEL1	0	146	0.00235210238050856	0	1	1	-Inf	TSG	1	1
RXRA	0	97	0.00143170484771087	0	1	1	-Inf	n/a	1	1
RYBP	0	73	0.00347125193919832	0	1	1	-Inf	TSG	1	1
SDHAF2	0	25	0.00340089747854758	0	1	1	-Inf	TSG	1	1
SDHB	0	51	0.00374117537868032	0	1	1	-Inf	TSG	1	1
SDHC	0	28	0.00374705927074521	0	1	1	-Inf	TSG	1	1
SDHD	0	19	0.00400698307001172	0	1	1	-Inf	TSG	1	1
SESN1	0	43	0.00316289262271785	0	1	1	-Inf	TSG	1	1
SESN3	0	57	0.0033483088395809	0	1	1	-Inf	TSG	1	1
SH2B3	0	130	0.00259585156096475	0	1	1	-Inf	TSG	1	1
SH2D1A	0	41	0.00404452746577218	0	1	1	-Inf	TSG	1	1
SHOC2	0	53	0.00387544751251955	0	1	1	-Inf	Oncogene	1	1
SHQ1	0	82	0.00395171691939563	0	1	1	-Inf	TSG	1	1
SLX4	0	214	0.00337198670605013	0	1	1	-Inf	TSG	1	1
SMO	0	224	0.00329788829570066	0	1	1	-Inf	Oncogene	1	1
SMYD3	0	64	0.00210904329317382	0	1	1	-Inf	Oncogene	1	1
SOCS1	0	41	0.00142286881242102	0	1	1	-Inf	TSG	1	1
SOS1	0	159	0.00446720103975414	0	1	1	-Inf	Oncogene	1	1
SOX17	0	309	0.00189532106014455	0	1	1	-Inf	TSG	1	1
SOX2	0	95	0.00174924935271233	0	1	1	-Inf	Oncogene	1	1
SPRED1	0	55	0.0027462739012707	0	1	1	-Inf	TSG	1	1
SRC	0	115	0.0023319741307319	0	1	1	-Inf	Oncogene	1	1
SRSF2	0	59	0.00332689355868538	0	1	1	-Inf	n/a	1	1
STAT3	0	157	0.00447922344953426	0	1	1	-Inf	Oncogene	1	1
STAT5A	0	76	0.00314045147511252	0	1	1	-Inf	Oncogene	1	1
STAT5B	0	93	0.0047589641911892	0	1	1	-Inf	Oncogene	1	1
STK19	0	60	0.00209439935348903	0	1	1	-Inf	n/a	1	1
STK40	0	67	0.00288644112077974	0	1	1	-Inf	n/a	1	1
SUFU	0	87	0.00342152756237303	0	1	1	-Inf	TSG	1	1
SYK	0	115	0.00330776392834132	0	1	1	-Inf	Oncogene	1	1
TAP1	0	78	0.0022663542908725	0	1	1	-Inf	n/a	1	1
TAP2	0	75	0.00303425186352016	0	1	1	-Inf	n/a	1	1
TCEB1	0	22	0.00373908904032388	0	1	1	-Inf	n/a	1	1
TCF3	0	140	0.00240597848052858	0	1	1	-Inf	TSG	1	1
TERT_promoter	0	291	0.000885282792062931	0	1	1	-Inf	NA	1	1
TET1	0	354	0.0073349508498807	0	1	0.195180233965889	-Inf	TSG	1	1
TGFBR1	0	250	0.0045188672689477	0	1	0.634241115398974	-Inf	TSG	1	1
TMEM127	0	32	0.00291784688714552	0	1	1	-Inf	TSG	1	1
TMPRSS2	0	127	0.00290184409330038	0	1	1	-Inf	n/a	1	1
TNFAIP3	0	123	0.00443565216697649	0	1	1	-Inf	TSG	1	1
TNFRSF14	0	59	0.00181716553356749	0	1	1	-Inf	TSG	1	1
TOP1	0	137	0.00556860711400859	0	1	1	-Inf	TSG	1	1
TRAF7	0	170	0.00199853762592293	0	1	1	-Inf	n/a	1	1
TSHR	0	184	0.00432639706046792	0	1	1	-Inf	Oncogene	1	1
UPF1	0	109	0.00242635664652373	0	1	1	-Inf	n/a	1	1
VEGFA	0	40	0.00249199618344249	0	1	1	-Inf	Oncogene	1	1
VHL	0	370	0.00301534473656553	0	1	0.633911886372363	-Inf	TSG	1	1
VTCN1	0	66	0.00313884340411501	0	1	1	-Inf	n/a	1	1
WHSC1	0	131	0.00334602416227377	0	1	1	-Inf	Oncogene	1	1
WT1	0	180	0.00258584937472476	0	1	1	-Inf	Oncogene/TSG	1	1
WWTR1	0	54	0.00309648451536835	0	1	1	-Inf	Oncogene	1	1
XIAP	0	97	0.00372128609970132	0	1	1	-Inf	Oncogene	1	1
XPO1	0	176	0.0047064659078764	0	1	1	-Inf	Oncogene	1	1
XRCC2	0	47	0.00362686094572659	0	1	1	-Inf	TSG	1	1
YAP1	0	80	0.00433273388182129	0	1	1	-Inf	Oncogene	1	1
ZRSR2	0	72	0.00388682600950873	0	1	1	-Inf	n/a	1	1
